Sl_no,State_name,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
114,Andhra pradesh,APSRTC - 2656,INDRA(A.C. Seater),12:00,15:40,03h 40m,INR 340,34 Seats available,"3.2
32",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
115,Andhra pradesh,APSRTC - 23548,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,17:05,04h 35m,INR 250,34 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
116,Andhra pradesh,APSRTC - 2856,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:30,16:40,04h 10m,INR 239,35 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
117,Andhra pradesh,APSRTC - 2662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:45,16:25,03h 40m,INR 281,30 Seats available,"1.9
6",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
118,Andhra pradesh,APSRTC - 27105,METRO LUXURY A/C,13:00,16:30,03h 30m,INR 341,29 Seats available,"4.6
22",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
119,Andhra pradesh,APSRTC - 2852,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,17:20,04h 20m,INR 281,32 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
120,Andhra pradesh,APSRTC - 2664,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:10,16:50,03h 40m,INR 281,34 Seats available,"3.4
9",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
121,Andhra pradesh,Navayuga Travels,A/C Sleeper (2+1),22:00,02:10,04h 10m,INR 690,25 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
122,Andhra pradesh,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,02:30,03h 50m,INR 545,23 Seats available,4.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
123,Andhra pradesh,Morning Star Travels,A/C Sleeper (2+1),21:10,02:25,05h 15m,INR 600,22 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
124,Andhra pradesh,Sai Sree Travels,A/C Sleeper (2+1),22:00,02:30,04h 30m,INR 590,25 Seats available,2.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
125,Andhra pradesh,Gaganasri Travels,Non A/C Seater / Sleeper (2+1),23:10,03:00,03h 50m,INR 5000,1 Seat available,New,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
126,Telangana,TSRTC - 7648,Super Luxury (Non AC Seater 2+2 Push Back),09:30,14:00,04h 30m,INR 320,26 Seats available,"4.2
4",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
127,Telangana,TSRTC - 64362,Super Luxury (Non AC Seater 2+2 Push Back),09:30,14:00,04h 30m,INR 320,28 Seats available,3.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
128,Telangana,TSRTC - 8978,Super Luxury (Non AC Seater 2+2 Push Back),09:40,13:35,03h 55m,INR 320,30 Seats available,"3.9
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
129,Telangana,TSRTC - 8647,RAJDHANI (A.C. Semi Sleeper),10:00,14:00,04h 00m,INR 389,33 Seats available,"3.6
37",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
130,Telangana,TSRTC - 64824,Super Luxury (Non AC Seater 2+2 Push Back),10:30,14:50,04h 20m,INR 320,25 Seats available,"2.0
10",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
131,Telangana,TSRTC - 8968,Super Luxury (Non AC Seater 2+2 Push Back),10:35,15:10,04h 35m,INR 320,30 Seats available,"3.3
13",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
132,Telangana,TSRTC - 8726,Super Luxury (Non AC Seater 2+2 Push Back),10:40,15:10,04h 30m,INR 320,31 Seats available,"2.1
9",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
133,Telangana,TSRTC - 8847,Super Luxury (Non AC Seater 2+2 Push Back),11:10,15:30,04h 20m,INR 320,31 Seats available,"4.1
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
134,Telangana,TSRTC - 8970,Super Luxury (Non AC Seater 2+2 Push Back),11:15,15:15,04h 00m,INR 320,31 Seats available,"4.2
14",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
135,Telangana,TSRTC - 34339,RAJDHANI (A.C. Semi Sleeper),11:20,15:30,04h 10m,INR 389,27 Seats available,"2.2
28",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
136,Telangana,TSRTC - 8824,Super Luxury (Non AC Seater 2+2 Push Back),11:50,16:30,04h 40m,INR 320,31 Seats available,"2.7
10",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
137,Telangana,TSRTC - 8609,RAJADHANI AC (CONVERTED METRO LUXURY),12:00,16:00,04h 00m,INR 389,34 Seats available,"3.7
49",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
138,Telangana,TSRTC - 8918,Super Luxury (Non AC Seater 2+2 Push Back),12:30,16:50,04h 20m,INR 320,28 Seats available,"3.5
18",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
139,Telangana,TSRTC - 8982,RAJDHANI (A.C. Semi Sleeper),12:30,16:30,04h 00m,INR 389,30 Seats available,"2.3
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
140,Telangana,TSRTC - 8681,RAJADHANI AC (CONVERTED METRO LUXURY),13:00,17:00,04h 00m,INR 389,35 Seats available,"3.7
29",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
141,Telangana,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:40,05:00,05h 20m,INR 510,23 Seats available,"3.4
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
142,Telangana,BSR Tours And Travels,NON A/C Seater (2+2),23:40,06:00,06h 20m,INR 400,25 Seats available,"4.2
23",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
143,Telangana,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:40,04:00,04h 20m,INR 450,30 Seats available,"3.9
10",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
144,Telangana,Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 400,26 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
145,Telangana,RRR Travels,A/C Seater / Sleeper (2+1),23:50,05:30,05h 40m,INR 600,39 Seats available,"4.6
39",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
146,Telangana,TSRTC - 8612,Super Luxury (Non AC Seater 2+2 Push Back),09:30,13:50,04h 20m,INR 320,31 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
147,Telangana,TSRTC - 64825,Super Luxury (Non AC Seater 2+2 Push Back),09:30,13:30,04h 00m,INR 320,31 Seats available,"4.5
23",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
148,Telangana,TSRTC - 7647,Super Luxury (Non AC Seater 2+2 Push Back),09:30,15:20,05h 50m,INR 320,31 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
149,Telangana,TSRTC - 8818,Super Luxury (Non AC Seater 2+2 Push Back),09:40,15:30,05h 50m,INR 320,30 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
150,Telangana,TSRTC - 64529,Super Luxury (Non AC Seater 2+2 Push Back),09:55,15:55,06h 00m,INR 320,31 Seats available,"2.7
10",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
151,Telangana,TSRTC - 8691,RAJDHANI (A.C. Semi Sleeper),10:00,14:30,04h 30m,INR 389,34 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
152,Telangana,TSRTC - 64594,Super Luxury (Non AC Seater 2+2 Push Back),10:10,14:25,04h 15m,INR 320,30 Seats available,"3.1
10",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
153,Telangana,TSRTC - 1322,LAHARI A/C SLEEPER CUM SEATER,10:25,16:20,05h 55m,INR 389,39 Seats available,"3.8
33",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
154,Telangana,TSRTC - 8695,RAJADHANI AC (CONVERTED METRO LUXURY),10:30,14:30,04h 00m,INR 389,34 Seats available,"2.9
14",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
155,Telangana,TSRTC - 8604,RAJADHANI AC (CONVERTED METRO LUXURY),11:30,15:30,04h 00m,INR 389,36 Seats available,"3.6
24",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
156,Telangana,TSRTC - 8850,Super Luxury (Non AC Seater 2+2 Push Back),11:45,18:10,06h 25m,INR 320,28 Seats available,"3.7
10",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
157,Telangana,TSRTC - 8634,Super Luxury (Non AC Seater 2+2 Push Back),11:50,16:10,04h 20m,INR 320,31 Seats available,"4.5
7",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
158,Telangana,TSRTC - 64526,Super Luxury (Non AC Seater 2+2 Push Back),11:55,17:55,06h 00m,INR 320,30 Seats available,"4.0
21",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
159,Telangana,TSRTC - 8650,RAJDHANI (A.C. Semi Sleeper),12:00,16:00,04h 00m,INR 389,35 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
160,Telangana,TSRTC - 64017,RAJDHANI (A.C. Semi Sleeper),12:30,16:30,04h 00m,INR 389,35 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
161,Telangana,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,00:30,06h 00m,INR 610,29 Seats available,"4.4
7",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
162,Telangana,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,23:30,04h 00m,INR 800,31 Seats available,"3.8
11",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
163,Telangana,Gupta Travels Galaxy,A/C Seater / Sleeper (2+2),21:00,03:15,06h 15m,INR 700,45 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
164,Telangana,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:15,03:00,05h 45m,INR 410,8 Seats available,"4.9
11",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
165,Telangana,Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,03:30,06h 10m,INR 850,26 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
166,Telangana,TSRTC - 7177,RAJDHANI (A.C. Semi Sleeper),09:30,12:30,03h 00m,INR 343,27 Seats available,"4.0
20",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
167,Telangana,TSRTC - 7268,Super Luxury (Non AC Seater 2+2 Push Back),09:45,12:50,03h 05m,INR 283,31 Seats available,3.8,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
168,Telangana,TSRTC - 7091,Super Luxury (Non AC Seater 2+2 Push Back),10:40,13:40,03h 00m,INR 283,31 Seats available,"4.2
10",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
169,Telangana,TSRTC - 7467,RAJDHANI (A.C. Semi Sleeper),11:00,14:05,03h 05m,INR 343,26 Seats available,"3.7
14",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
170,Telangana,TSRTC - 7320,Super Luxury (Non AC Seater 2+2 Push Back),11:10,14:10,03h 00m,INR 283,31 Seats available,"3.6
12",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
171,Telangana,TSRTC - 7379,Super Luxury (Non AC Seater 2+2 Push Back),11:40,14:40,03h 00m,INR 283,31 Seats available,"3.9
15",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
172,Telangana,TSRTC - 7171,RAJDHANI (A.C. Semi Sleeper),12:00,09:25,21h 25m,INR 343,28 Seats available,"4.5
25",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
173,Telangana,TSRTC - 7076,Super Luxury (Non AC Seater 2+2 Push Back),12:10,15:10,03h 00m,INR 283,31 Seats available,"3.4
18",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
174,Telangana,TSRTC - 7330,Super Luxury (Non AC Seater 2+2 Push Back),12:15,15:15,03h 00m,INR 283,31 Seats available,"3.0
13",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
175,Telangana,TSRTC - 7122,Super Luxury (Non AC Seater 2+2 Push Back),12:20,15:20,03h 00m,INR 283,31 Seats available,"3.7
7",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
176,Telangana,TSRTC - 7095,Super Luxury (Non AC Seater 2+2 Push Back),12:40,15:40,03h 00m,INR 283,31 Seats available,"4.5
24",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
177,Telangana,TSRTC - 7322,Super Luxury (Non AC Seater 2+2 Push Back),13:20,16:20,03h 00m,INR 283,31 Seats available,"4.8
10",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
178,Telangana,TSRTC - 7124,Super Luxury (Non AC Seater 2+2 Push Back),13:40,16:40,03h 00m,INR 283,31 Seats available,"3.3
18",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
179,Telangana,TSRTC - 7471,Super Luxury (Non AC Seater 2+2 Push Back),14:00,16:55,02h 55m,INR 283,2 Seats available,"3.6
6",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
180,Telangana,TSRTC - 7027,Super Luxury (Non AC Seater 2+2 Push Back),14:10,17:10,03h 00m,INR 283,31 Seats available,"4.4
27",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
181,Telangana,Jagan Travels,A/C Seater / Sleeper (2+1),18:00,21:30,27h 30m,INR 550,26 Seats available,4.1,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
182,Telangana,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,21:40,03h 25m,450,22 Seats available,"2.4
8",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
183,Telangana,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),16:30,22:30,06h 00m,INR 1949,24 Seats available,3.4,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
184,Telangana,IRA Travels,A/C Sleeper (2+1),18:30,21:45,03h 15m,INR 1199,25 Seats available,3.9,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
185,Telangana,TSRTC - 7791,Super Luxury (Non AC Seater 2+2 Push Back),09:35,13:35,04h 00m,INR 283,30 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
186,Telangana,TSRTC - 7010,Super Luxury (Non AC Seater 2+2 Push Back),09:50,12:50,03h 00m,INR 283,30 Seats available,"2.8
21",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
187,Telangana,TSRTC - 7499,Super Luxury (Non AC Seater 2+2 Push Back),10:00,13:00,03h 00m,INR 283,30 Seats available,"1.8
8",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
188,Telangana,TSRTC - 7117,Super Luxury (Non AC Seater 2+2 Push Back),10:10,13:10,03h 00m,INR 283,31 Seats available,"1.8
20",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
189,Telangana,TSRTC - 9374,Super Luxury (Non AC Seater 2+2 Push Back),10:30,14:00,03h 30m,INR 283,33 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
190,Telangana,TSRTC - 7094,Super Luxury (Non AC Seater 2+2 Push Back),10:40,13:40,03h 00m,INR 283,31 Seats available,"3.3
7",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
191,Telangana,TSRTC - 7179,Super Luxury (Non AC Seater 2+2 Push Back),10:50,13:50,03h 00m,INR 283,31 Seats available,"3.1
10",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
192,Telangana,TSRTC - 7321,Super Luxury (Non AC Seater 2+2 Push Back),10:50,14:05,03h 15m,INR 283,32 Seats available,"3.3
7",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
193,Telangana,TSRTC - 7543,Super Luxury (Non AC Seater 2+2 Push Back),11:00,14:20,03h 20m,INR 283,31 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
194,Telangana,TSRTC - 7119,Super Luxury (Non AC Seater 2+2 Push Back),11:50,14:50,03h 00m,INR 283,31 Seats available,"2.6
16",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
195,Telangana,TSRTC - 7871,RAJDHANI (A.C. Semi Sleeper),12:10,15:10,03h 00m,INR 343,37 Seats available,"3.3
20",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
196,Telangana,TSRTC - 7183,Super Luxury (Non AC Seater 2+2 Push Back),12:10,15:10,03h 00m,INR 283,31 Seats available,"2.4
9",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
197,Telangana,TSRTC - 7346,Super Luxury (Non AC Seater 2+2 Push Back),12:20,15:35,03h 15m,INR 283,31 Seats available,"2.5
4",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
198,Telangana,TSRTC - 7062,Super Luxury (Non AC Seater 2+2 Push Back),12:40,15:40,03h 00m,INR 283,31 Seats available,"3.4
18",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
199,Telangana,TSRTC - 7178,RAJDHANI (A.C. Semi Sleeper),13:00,16:00,03h 00m,INR 343,35 Seats available,"2.9
22",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
200,Telangana,Milan Travels,A/C Sleeper (2+1),20:30,22:00,01h 30m,INR 4000,36 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
201,Telangana,SRI SVR travels,A/C Sleeper (2+1),22:20,02:30,04h 10m,2900,30 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
202,Telangana,DNR Express,AC Sleeper (2+1),21:30,23:59,02h 29m,899,33 Seats available,"2.8
4",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
203,Telangana,Bhumi travels,AC Seater (2+2),22:00,03:00,05h 00m,INR 2000,36 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
204,Telangana,Shree Saipooja Travels,A/C Seater/Sleeper (2+1),23:10,02:30,03h 20m,2700,42 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
205,Telangana,TSRTC - 8063,Super Luxury (Non AC Seater 2+2 Push Back),09:50,14:55,05h 05m,INR 429,31 Seats available,"4.1
6",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
206,Telangana,TSRTC - 8183,Super Luxury (Non AC Seater 2+2 Push Back),09:50,15:00,05h 10m,INR 429,30 Seats available,"3.1
15",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
207,Telangana,TSRTC - 8077,Super Luxury (Non AC Seater 2+2 Push Back),10:30,16:55,06h 25m,INR 429,30 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
208,Telangana,TSRTC - 8055,LAHARI A/C SLEEPER CUM SEATER,10:30,15:55,05h 25m,INR 520,43 Seats available,"2.1
12",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
209,Telangana,TSRTC - 8061,Super Luxury (Non AC Seater 2+2 Push Back),11:30,17:55,06h 25m,INR 429,31 Seats available,"2.2
7",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
210,Telangana,TSRTC - 8019,Super Luxury (Non AC Seater 2+2 Push Back),11:45,17:05,05h 20m,INR 429,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
211,Telangana,TSRTC - 8036,Super Luxury (Non AC Seater 2+2 Push Back),12:00,18:10,06h 10m,INR 429,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
212,Telangana,TSRTC - 8015,RAJDHANI (A.C. Semi Sleeper),12:15,18:30,06h 15m,INR 520,43 Seats available,"3.9
8",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
213,Telangana,TSRTC - 8191,LAHARI A/C SLEEPER CUM SEATER,12:30,20:25,07h 55m,INR 520,40 Seats available,"3.5
11",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
214,Telangana,TSRTC - 8059,Super Luxury (Non AC Seater 2+2 Push Back),12:45,19:10,06h 25m,INR 429,31 Seats available,"2.9
10",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
215,Telangana,TSRTC - 8026,LAHARI A/C SLEEPER CUM SEATER,13:00,19:10,06h 10m,INR 520,42 Seats available,"3.0
36",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
216,Telangana,TSRTC - 8045,Lahari Non A/C Sleeper Cum Seater,13:30,19:40,06h 10m,INR 429,30 Seats available,"3.9
21",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
217,Telangana,TSRTC - 8090,Super Luxury (Non AC Seater 2+2 Push Back),13:45,19:55,06h 10m,INR 429,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
218,Telangana,TSRTC - 8021,Super Luxury (Non AC Seater 2+2 Push Back),14:15,20:25,06h 10m,INR 429,33 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
219,Telangana,TSRTC - 8030,Super Luxury (Non AC Seater 2+2 Push Back),15:00,21:10,06h 10m,INR 429,31 Seats available,"4.0
4",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
220,Telangana,DNR Express,AC Sleeper (2+1),21:30,02:00,04h 30m,899,32 Seats available,"2.4
8",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
